sample_id,language,backdoor_type,stealth_level,complexity,scenario,has_backdoor,file_path,label_compact,split
bad_000184,c,instruction_hijack,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000395.c,c_instruction_hijack_high_complex_fpga_1,train
clean_000471,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000396.c,c_none_none_simple_fpga_0,train
clean_000193,cpp,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000397.cpp,cpp_none_none_complex_asic_0,train
clean_000474,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000398.v,verilog_none_none_complex_fpga_0,train
bad_000422,cpp,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000399.cpp,cpp_logic_tamper_high_simple_asic_1,train
bad_000127,cpp,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000400.cpp,cpp_instruction_hijack_high_simple_embedded_1,train
bad_000041,cpp,data_exfiltration,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000401.cpp,cpp_data_exfiltration_medium_complex_mcu_1,train
clean_000478,cpp,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000402.cpp,cpp_none_none_complex_asic_0,train
clean_000487,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000403.cpp,cpp_none_none_complex_embedded_0,train
bad_000297,vhdl,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000404.vhd,vhdl_logic_tamper_high_simple_embedded_1,train
clean_000379,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000405.c,c_none_none_simple_fpga_0,train
clean_000140,vhdl,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000406.vhd,vhdl_none_none_simple_fpga_0,train
clean_000324,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000407.vhd,vhdl_none_none_simple_embedded_0,train
clean_000266,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000408.cpp,cpp_none_none_complex_mcu_0,train
bad_000321,c,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000409.c,c_logic_tamper_high_simple_embedded_1,train
bad_000214,vhdl,privilege_escalation,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000410.vhd,vhdl_privilege_escalation_medium_complex_embedded_1,train
clean_000165,verilog,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000411.v,verilog_none_none_complex_asic_0,train
clean_000332,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000412.c,c_none_none_simple_fpga_0,train
bad_000309,c,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000413.c,c_logic_tamper_high_simple_embedded_1,train
clean_000023,vhdl,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000414.vhd,vhdl_none_none_simple_mcu_0,train
clean_000232,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000415.c,c_none_none_simple_embedded_0,train
bad_000181,vhdl,instruction_hijack,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000416.vhd,vhdl_instruction_hijack_high_simple_mcu_1,train
bad_000039,cpp,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000417.cpp,cpp_logic_tamper_high_complex_asic_1,train
clean_000184,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000418.v,verilog_none_none_complex_fpga_0,train
clean_000405,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000419.c,c_none_none_complex_asic_0,train
clean_000265,vhdl,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000420.vhd,vhdl_none_none_simple_mcu_0,train
bad_000493,c,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000421.c,c_instruction_hijack_high_complex_asic_1,train
clean_000342,c,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000422.c,c_none_none_simple_asic_0,train
clean_000021,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000423.cpp,cpp_none_none_complex_mcu_0,train
clean_000119,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000424.cpp,cpp_none_none_complex_mcu_0,train
clean_000189,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000425.cpp,cpp_none_none_complex_mcu_0,train
bad_000333,verilog,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000426.v,verilog_data_exfiltration_medium_simple_embedded_1,train
clean_000032,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000427.vhd,vhdl_none_none_complex_fpga_0,train
bad_000323,vhdl,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000428.vhd,vhdl_logic_tamper_high_complex_fpga_1,train
bad_000495,vhdl,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000429.vhd,vhdl_instruction_hijack_high_simple_embedded_1,train
clean_000389,vhdl,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000430.vhd,vhdl_none_none_complex_mcu_0,train
clean_000112,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000431.c,c_none_none_complex_asic_0,train
clean_000020,vhdl,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000432.vhd,vhdl_none_none_simple_asic_0,train
clean_000183,c,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000433.c,c_none_none_complex_mcu_0,train
clean_000247,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000434.v,verilog_none_none_simple_mcu_0,train
clean_000374,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000435.vhd,vhdl_none_none_simple_embedded_0,train
bad_000379,c,instruction_hijack,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000436.c,c_instruction_hijack_high_complex_mcu_1,train
bad_000410,c,privilege_escalation,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000437.c,c_privilege_escalation_medium_complex_mcu_1,train
clean_000337,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000438.vhd,vhdl_none_none_complex_asic_0,train
clean_000440,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000439.vhd,vhdl_none_none_simple_embedded_0,train
bad_000161,c,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000440.c,c_instruction_hijack_high_simple_fpga_1,train
clean_000091,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000441.vhd,vhdl_none_none_complex_fpga_0,train
clean_000081,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000442.c,c_none_none_complex_asic_0,train
bad_000467,vhdl,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000443.vhd,vhdl_instruction_hijack_high_simple_fpga_1,train
bad_000006,verilog,instruction_hijack,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000444.v,verilog_instruction_hijack_high_complex_mcu_1,train
clean_000263,cpp,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000445.cpp,cpp_none_none_simple_embedded_0,train
clean_000387,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000446.cpp,cpp_none_none_simple_fpga_0,train
bad_000252,c,data_exfiltration,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000447.c,c_data_exfiltration_medium_complex_mcu_1,train
clean_000350,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000448.cpp,cpp_none_none_complex_fpga_0,train
clean_000314,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000449.cpp,cpp_none_none_complex_fpga_0,train
clean_000412,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000450.cpp,cpp_none_none_complex_mcu_0,train
clean_000493,c,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000451.c,c_none_none_complex_mcu_0,train
bad_000413,verilog,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000452.v,verilog_data_exfiltration_medium_simple_fpga_1,train
bad_000156,c,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000453.c,c_privilege_escalation_medium_simple_fpga_1,train
bad_000378,c,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000454.c,c_logic_tamper_high_simple_asic_1,train
bad_000367,vhdl,privilege_escalation,medium,simple,mcu,1,data/processed/dataset_v1/train/sample_000455.vhd,vhdl_privilege_escalation_medium_simple_mcu_1,train
clean_000186,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000456.cpp,cpp_none_none_complex_embedded_0,train
clean_000203,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000457.cpp,cpp_none_none_complex_mcu_0,train
bad_000104,verilog,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000458.v,verilog_privilege_escalation_medium_simple_embedded_1,train
bad_000223,c,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000459.c,c_privilege_escalation_medium_simple_asic_1,train
bad_000072,vhdl,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000460.vhd,vhdl_privilege_escalation_medium_simple_asic_1,train
clean_000237,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000461.cpp,cpp_none_none_complex_embedded_0,train
bad_000051,c,privilege_escalation,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000462.c,c_privilege_escalation_medium_complex_asic_1,train
bad_000303,cpp,logic_tamper,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000463.cpp,cpp_logic_tamper_high_complex_mcu_1,train
bad_000030,vhdl,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000464.vhd,vhdl_instruction_hijack_high_complex_asic_1,train
bad_000001,c,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000465.c,c_data_exfiltration_medium_complex_fpga_1,train
bad_000241,c,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000466.c,c_logic_tamper_high_complex_asic_1,train
bad_000178,c,logic_tamper,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000467.c,c_logic_tamper_high_simple_mcu_1,train
clean_000495,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000468.cpp,cpp_none_none_complex_embedded_0,train
clean_000114,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000469.cpp,cpp_none_none_complex_mcu_0,train
bad_000423,vhdl,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000470.vhd,vhdl_privilege_escalation_medium_simple_asic_1,train
clean_000187,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000471.vhd,vhdl_none_none_complex_asic_0,train
bad_000237,verilog,data_exfiltration,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000472.v,verilog_data_exfiltration_medium_complex_mcu_1,train
bad_000264,cpp,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000473.cpp,cpp_privilege_escalation_medium_simple_asic_1,train
clean_000334,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000474.v,verilog_none_none_simple_mcu_0,train
clean_000241,verilog,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000475.v,verilog_none_none_simple_fpga_0,train
clean_000276,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000476.v,verilog_none_none_complex_fpga_0,train
clean_000457,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000477.v,verilog_none_none_complex_fpga_0,train
clean_000278,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000478.cpp,cpp_none_none_simple_fpga_0,train
bad_000250,c,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000479.c,c_instruction_hijack_high_simple_embedded_1,train
clean_000282,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000480.v,verilog_none_none_simple_asic_0,train
bad_000494,verilog,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000481.v,verilog_logic_tamper_high_simple_embedded_1,train
clean_000464,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000482.vhd,vhdl_none_none_complex_fpga_0,train
bad_000100,cpp,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000483.cpp,cpp_privilege_escalation_medium_simple_embedded_1,train
bad_000317,c,data_exfiltration,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000484.c,c_data_exfiltration_medium_complex_mcu_1,train
bad_000369,cpp,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000485.cpp,cpp_instruction_hijack_high_complex_asic_1,train
bad_000256,cpp,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000486.cpp,cpp_logic_tamper_high_simple_asic_1,train
bad_000105,verilog,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000487.v,verilog_data_exfiltration_medium_simple_fpga_1,train
bad_000052,c,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000488.c,c_instruction_hijack_high_complex_embedded_1,train
clean_000416,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000489.c,c_none_none_simple_fpga_0,train
clean_000015,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000490.vhd,vhdl_none_none_complex_fpga_0,train
bad_000031,c,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000491.c,c_data_exfiltration_medium_complex_embedded_1,train
clean_000259,cpp,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000492.cpp,cpp_none_none_simple_asic_0,train
bad_000138,c,instruction_hijack,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000493.c,c_instruction_hijack_high_simple_mcu_1,train
bad_000211,c,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000494.c,c_logic_tamper_high_simple_asic_1,train
bad_000005,verilog,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000495.v,verilog_logic_tamper_high_simple_embedded_1,train
bad_000171,c,logic_tamper,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000496.c,c_logic_tamper_high_simple_fpga_1,train
bad_000456,c,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000497.c,c_data_exfiltration_medium_simple_fpga_1,train
clean_000039,vhdl,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000498.vhd,vhdl_none_none_simple_mcu_0,train
bad_000027,cpp,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000499.cpp,cpp_data_exfiltration_medium_simple_embedded_1,train
bad_000470,verilog,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000500.v,verilog_data_exfiltration_medium_simple_embedded_1,train
clean_000375,verilog,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000501.v,verilog_none_none_simple_fpga_0,train
clean_000134,c,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000502.c,c_none_none_simple_asic_0,train
bad_000194,verilog,privilege_escalation,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000503.v,verilog_privilege_escalation_medium_complex_asic_1,train
clean_000275,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000504.v,verilog_none_none_simple_mcu_0,train
bad_000198,cpp,logic_tamper,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000505.cpp,cpp_logic_tamper_high_complex_embedded_1,train
bad_000040,c,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000506.c,c_privilege_escalation_medium_simple_fpga_1,train
clean_000423,vhdl,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000507.vhd,vhdl_none_none_complex_mcu_0,train
clean_000439,cpp,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000508.cpp,cpp_none_none_simple_asic_0,train
bad_000432,c,data_exfiltration,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000509.c,c_data_exfiltration_medium_complex_asic_1,train
clean_000430,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000510.cpp,cpp_none_none_simple_fpga_0,train
clean_000083,cpp,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000511.cpp,cpp_none_none_simple_mcu_0,train
clean_000179,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000512.v,verilog_none_none_simple_mcu_0,train
clean_000111,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000513.vhd,vhdl_none_none_simple_embedded_0,train
bad_000108,cpp,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000514.cpp,cpp_instruction_hijack_high_complex_embedded_1,train
bad_000346,vhdl,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000515.vhd,vhdl_privilege_escalation_medium_simple_asic_1,train
bad_000284,vhdl,logic_tamper,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000516.vhd,vhdl_logic_tamper_high_simple_mcu_1,train
bad_000155,cpp,data_exfiltration,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000517.cpp,cpp_data_exfiltration_medium_complex_asic_1,train
clean_000473,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000518.cpp,cpp_none_none_complex_mcu_0,train
bad_000443,cpp,logic_tamper,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000519.cpp,cpp_logic_tamper_high_simple_fpga_1,train
bad_000129,cpp,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000520.cpp,cpp_logic_tamper_high_complex_fpga_1,train
bad_000396,vhdl,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000521.vhd,vhdl_privilege_escalation_medium_simple_fpga_1,train
clean_000368,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000522.cpp,cpp_none_none_simple_fpga_0,train
clean_000283,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000523.c,c_none_none_simple_fpga_0,train
clean_000446,c,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000524.c,c_none_none_complex_embedded_0,train
bad_000122,cpp,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000525.cpp,cpp_privilege_escalation_medium_complex_fpga_1,train
clean_000252,verilog,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000526.v,verilog_none_none_complex_embedded_0,train
bad_000261,vhdl,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000527.vhd,vhdl_logic_tamper_high_complex_fpga_1,train
bad_000394,cpp,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000528.cpp,cpp_logic_tamper_high_simple_asic_1,train
clean_000172,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000529.c,c_none_none_simple_fpga_0,train
bad_000230,cpp,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000530.cpp,cpp_instruction_hijack_high_complex_embedded_1,train
bad_000112,cpp,instruction_hijack,high,simple,asic,1,data/processed/dataset_v1/train/sample_000531.cpp,cpp_instruction_hijack_high_simple_asic_1,train
clean_000373,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000532.c,c_none_none_complex_fpga_0,train
clean_000156,vhdl,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000533.vhd,vhdl_none_none_complex_embedded_0,train
clean_000313,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000534.v,verilog_none_none_simple_asic_0,train
clean_000336,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000535.v,verilog_none_none_simple_asic_0,train
bad_000115,vhdl,logic_tamper,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000536.vhd,vhdl_logic_tamper_high_simple_fpga_1,train
clean_000497,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000537.c,c_none_none_simple_fpga_0,train
bad_000204,cpp,instruction_hijack,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000538.cpp,cpp_instruction_hijack_high_simple_mcu_1,train
bad_000085,c,data_exfiltration,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000539.c,c_data_exfiltration_medium_simple_asic_1,train
clean_000071,verilog,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000540.v,verilog_none_none_complex_mcu_0,train
clean_000291,cpp,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000541.cpp,cpp_none_none_simple_embedded_0,train
clean_000102,vhdl,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000542.vhd,vhdl_none_none_simple_mcu_0,train
clean_000240,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000543.c,c_none_none_complex_fpga_0,train
bad_000377,cpp,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000544.cpp,cpp_privilege_escalation_medium_simple_fpga_1,train
clean_000365,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000545.c,c_none_none_complex_fpga_0,train
bad_000251,cpp,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000546.cpp,cpp_privilege_escalation_medium_simple_embedded_1,train
bad_000154,c,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000547.c,c_data_exfiltration_medium_complex_fpga_1,train
clean_000202,c,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000548.c,c_none_none_complex_mcu_0,train
clean_000100,verilog,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000549.v,verilog_none_none_simple_fpga_0,train
bad_000293,verilog,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000550.v,verilog_data_exfiltration_medium_complex_embedded_1,train
clean_000068,vhdl,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000551.vhd,vhdl_none_none_complex_embedded_0,train
bad_000337,c,data_exfiltration,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000552.c,c_data_exfiltration_medium_complex_asic_1,train
bad_000398,c,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000553.c,c_privilege_escalation_medium_complex_fpga_1,train
clean_000472,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000554.cpp,cpp_none_none_complex_fpga_0,train
bad_000424,cpp,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000555.cpp,cpp_data_exfiltration_medium_simple_fpga_1,train
clean_000185,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000556.cpp,cpp_none_none_complex_fpga_0,train
bad_000176,verilog,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000557.v,verilog_privilege_escalation_medium_simple_embedded_1,train
bad_000243,vhdl,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000558.vhd,vhdl_logic_tamper_high_complex_fpga_1,train
clean_000258,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000559.vhd,vhdl_none_none_complex_fpga_0,train
bad_000313,c,instruction_hijack,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000560.c,c_instruction_hijack_high_complex_fpga_1,train
bad_000262,vhdl,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000561.vhd,vhdl_privilege_escalation_medium_complex_fpga_1,train
bad_000225,cpp,privilege_escalation,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000562.cpp,cpp_privilege_escalation_medium_complex_asic_1,train
clean_000145,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000563.cpp,cpp_none_none_complex_embedded_0,train
bad_000351,vhdl,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000564.vhd,vhdl_data_exfiltration_medium_complex_fpga_1,train
bad_000355,verilog,data_exfiltration,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000565.v,verilog_data_exfiltration_medium_simple_asic_1,train
clean_000216,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000566.c,c_none_none_simple_fpga_0,train
clean_000352,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000567.v,verilog_none_none_simple_mcu_0,train
bad_000213,cpp,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000568.cpp,cpp_instruction_hijack_high_simple_embedded_1,train
clean_000312,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000569.c,c_none_none_simple_embedded_0,train
clean_000087,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000570.vhd,vhdl_none_none_complex_fpga_0,train
bad_000348,c,instruction_hijack,high,simple,asic,1,data/processed/dataset_v1/train/sample_000571.c,c_instruction_hijack_high_simple_asic_1,train
bad_000255,vhdl,logic_tamper,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000572.vhd,vhdl_logic_tamper_high_complex_embedded_1,train
clean_000403,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000573.vhd,vhdl_none_none_complex_asic_0,train
bad_000222,vhdl,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000574.vhd,vhdl_logic_tamper_high_complex_fpga_1,train
clean_000042,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000575.c,c_none_none_complex_asic_0,train
bad_000403,cpp,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000576.cpp,cpp_data_exfiltration_medium_complex_embedded_1,train
clean_000144,vhdl,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000577.vhd,vhdl_none_none_complex_mcu_0,train
bad_000068,vhdl,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000578.vhd,vhdl_data_exfiltration_medium_complex_fpga_1,train
bad_000416,verilog,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000579.v,verilog_privilege_escalation_medium_complex_fpga_1,train
clean_000011,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000580.c,c_none_none_complex_fpga_0,train
bad_000439,vhdl,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000581.vhd,vhdl_instruction_hijack_high_complex_asic_1,train
clean_000305,vhdl,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000582.vhd,vhdl_none_none_simple_fpga_0,train
clean_000147,c,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000583.c,c_none_none_simple_mcu_0,train
bad_000289,verilog,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000584.v,verilog_privilege_escalation_medium_simple_embedded_1,train
bad_000058,verilog,privilege_escalation,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000585.v,verilog_privilege_escalation_medium_complex_mcu_1,train
clean_000400,cpp,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000586.cpp,cpp_none_none_simple_asic_0,train
clean_000139,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000587.cpp,cpp_none_none_complex_embedded_0,train
bad_000202,verilog,logic_tamper,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000588.v,verilog_logic_tamper_high_simple_mcu_1,train
bad_000144,vhdl,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000589.vhd,vhdl_instruction_hijack_high_complex_asic_1,train
clean_000160,cpp,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000590.cpp,cpp_none_none_simple_mcu_0,train
clean_000485,verilog,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000591.v,verilog_none_none_complex_mcu_0,train
clean_000031,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000592.v,verilog_none_none_simple_asic_0,train
clean_000404,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000593.v,verilog_none_none_simple_asic_0,train
